Category,Description,Inputs,Outputs,Status
Rare Items Market,Sell +2 Druid 20FCR Circlet,"Rare Diadem, Antidote Potion, Ith Rune",Ohm Rune,NEW
Rare Items Market,Buy Tri-Res FRW Boots,"Ohm Rune, Scarabshell Boots, Stamina Potion, Perfect Diamond",Rare Scarabshell Boots,NEW
Rare Items Market,Sell Tri-Res FRW Boots,"Rare Scarabshell Boots, Antidote Potion, Perfect Diamond",Vex Rune,NEW
Rare Items Market,Buy Dual Leech Ring,"Gul Rune, Ring, Stamina Potion, Perfect Diamond",Rare Ring,NEW
Rare Items Market,Sell Dual Leech Ring,"Rare Ring, Antidote Potion, Perfect Diamond",Ist Rune,NEW
Rare Items Market,Buy 2/20 Java Gloves,"Ohm Rune, Vambraces, Stamina Potion, Perfect Emerald",Rare Vambraces,NEW
Rare Items Market,Sell 2/20 Java Gloves,"Rare Vambraces, Antidote Potion, Perfect Emerald",Vex Rune,NEW
Rare Items Market,Buy +2/20 FCR Amulet,"Sur Rune, Amulet, Stamina Potion, Perfect Diamond",Rare Amulet,NEW
Rare Items Market,Sell +2/20 FCR Amulet,"Rare Amulet, Antidote Potion, Perfect Diamond",Ohm Rune,NEW
Rare Items Market,Buy MF Tri-Res Boots,"Ohm Rune, Scarabshell Boots, Stamina Potion, Perfect Emerald",Rare Scarabshell Boots,NEW
Rare Items Market,Sell MF Tri-Res Boots,"Rare Scarabshell Boots, Antidote Potion, Perfect Emerald",Vex Rune,NEW
Rare Items Market,Buy FCR Ring,"Gul Rune, Ring, Stamina Potion, Perfect Emerald",Rare Ring,NEW
Rare Items Market,Sell FCR Ring,"Rare Ring, Antidote Potion, Perfect Emerald",Ist Rune,NEW
Crafted Items Market,Buy Caster Amulet,"Gul Rune, Amulet, Stamina Potion, Flawless Ruby",Rare Amulet,NEW
Crafted Items Market,Sell Caster Amulet,"Rare Amulet, Antidote Potion, Flawless Ruby",Ist Rune,NEW
Crafted Items Market,Buy Caster Belt,"Mal Rune, Vampirefang Belt, Stamina Potion, Flawless Ruby",Rare Vampirefang Belt,NEW
Crafted Items Market,Sell Caster Belt,"Rare Vampirefang Belt, Antidote Potion, Flawless Ruby",Um Rune,NEW
Crafted Items Market,Buy Blood Gloves,"Ist Rune, Vambraces, Stamina Potion, Flawless Ruby",Rare Vambraces,NEW
Crafted Items Market,Sell Blood Gloves,"Rare Vambraces, Antidote Potion, Flawless Ruby",Mal Rune,NEW
Crafted Items Market,Buy Blood Ring,"Mal Rune, Ring, Stamina Potion, Flawless Ruby",Rare Ring,NEW
Crafted Items Market,Sell Blood Ring,"Rare Ring, Antidote Potion, Flawless Ruby",Um Rune,NEW
Crafted Items Market,Buy Blood Amulet,"Ist Rune, Amulet, Stamina Potion, Flawless Sapphire",Rare Amulet,NEW
Crafted Items Market,Sell Blood Amulet,"Rare Amulet, Antidote Potion, Flawless Sapphire",Mal Rune,NEW
Crafted Items Market,Buy Hit Power Gloves,"Mal Rune, Vambraces, Stamina Potion, Flawless Sapphire",Rare Vambraces,NEW
Crafted Items Market,Sell Hit Power Gloves,"Rare Vambraces, Antidote Potion, Flawless Sapphire",Um Rune,NEW
Crafted Items Market,Buy Safety Amulet,"Um Rune, Amulet, Stamina Potion, Flawless Emerald",Rare Amulet,NEW
Crafted Items Market,Sell Safety Amulet,"Rare Amulet, Antidote Potion, Flawless Emerald",Pul Rune,NEW
Crafted Items Market,Buy Safety Shield,"Um Rune, Mage Plate, Stamina Potion, Flawless Emerald",Rare Mage Plate,NEW
Crafted Items Market,Sell Safety Shield,"Rare Mage Plate, Antidote Potion, Flawless Emerald",Pul Rune,NEW
Gambling,Mystery Ring,"Mal Rune, Ring, Perfect Amethyst",Unique Ring,NEW
Gambling,Mystery Amulet,"Mal Rune, Amulet, Perfect Amethyst",Unique Amulet,NEW
Gambling,Mystery Helm,"Mal Rune, Helm, Perfect Amethyst",Item (Random Unique),NEW
Gambling,Mystery Armor,"Ist Rune, Body Armor, Perfect Amethyst",Item (Random Unique),NEW
Gambling,Mystery Weapon,"Ist Rune, Weapon, Perfect Amethyst",Item (Random Unique),NEW
Gambling,Mystery Shield,"Mal Rune, Shield, Perfect Amethyst",Item (Random Unique),NEW
Gambling,Mystery Gloves,"Um Rune, Gloves, Perfect Amethyst",Item (Random Unique),NEW
Gambling,Mystery Boots,"Um Rune, Boots, Perfect Amethyst",Item (Random Unique),NEW
Gambling,Mystery Belt,"Um Rune, Belt, Perfect Amethyst",Item (Random Unique),NEW
Gambling,Gem Jackpot,"Pul Rune, Chipped Amethyst,qty=3, Stamina Potion","Perfect Diamond, Perfect Ruby, Perfect Emerald",NEW
